10 datapoints,20 datapoints,30 datapoints,40 datapoints,50 datapoints,60 datapoints,70 datapoints,80 datapoints,90 datapoints,100 datapoints,110 datapoints,120 datapoints,130 datapoints,140 datapoints,150 datapoints,160 datapoints,170 datapoints,180 datapoints,190 datapoints,200 datapoints,210 datapoints,220 datapoints,230 datapoints,240 datapoints,250 datapoints,260 datapoints,270 datapoints,280 datapoints,290 datapoints,300 datapoints,310 datapoints,320 datapoints,330 datapoints,340 datapoints,350 datapoints,360 datapoints,370 datapoints,380 datapoints,390 datapoints,400 datapoints,410 datapoints,420 datapoints,430 datapoints,440 datapoints,450 datapoints,460 datapoints,470 datapoints,480 datapoints,490 datapoints,500 datapoints,510 datapoints,520 datapoints,530 datapoints,540 datapoints,550 datapoints,560 datapoints,570 datapoints,580 datapoints,590 datapoints,600 datapoints,610 datapoints,620 datapoints,630 datapoints,640 datapoints,650 datapoints,660 datapoints,670 datapoints,680 datapoints,690 datapoints,700 datapoints,710 datapoints,720 datapoints,730 datapoints,740 datapoints,750 datapoints,760 datapoints,770 datapoints,780 datapoints,790 datapoints,800 datapoints,810 datapoints,820 datapoints,830 datapoints,840 datapoints,850 datapoints,860 datapoints,870 datapoints,880 datapoints,890 datapoints,900 datapoints
0.173728813559322,0.0360169491525423,0.0402542372881356,0.0444915254237288,0.0402542372881356,0.0402542372881356,0.0402542372881356,0.0402542372881356,0.0338983050847457,0.0338983050847457,0.0338983050847457,0.0254237288135593,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0127118644067796,0.0169491525423728,0.0148305084745762,0.0148305084745762,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
0.1610169491525424,0.125,0.1207627118644067,0.0233050847457627,0.0190677966101694,0.0127118644067796,0.0148305084745762,0.0148305084745762,0.0169491525423728,0.0169491525423728,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0063559322033898,0.0127118644067796,0.0127118644067796,0.0063559322033898,0.0063559322033898,0.0063559322033898,0.0063559322033898,0.0063559322033898,0.0063559322033898,0.0063559322033898,0.0063559322033898,0.0063559322033898,0.0063559322033898,0.0063559322033898,0.0063559322033898,0.0127118644067796,0.0127118644067796,0.0063559322033898,0.0063559322033898,0.0063559322033898,0.0063559322033898,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
0.0148305084745762,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0296610169491525,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0190677966101694,0.0275423728813559,0.0296610169491525,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0254237288135593,0.0169491525423728,0.0254237288135593,0.0296610169491525,0.0169491525423728,0.0169491525423728,0.0233050847457627,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0254237288135593,0.0233050847457627,0.0233050847457627,0.0233050847457627,0.0211864406779661,0.0211864406779661,0.0190677966101694,0.0233050847457627,0.0190677966101694,0.0254237288135593,0.0233050847457627,0.0211864406779661,0.0211864406779661,0.0254237288135593,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0233050847457627,0.0233050847457627,0.0211864406779661,0.0233050847457627,0.0211864406779661,0.0211864406779661,0.0233050847457627,0.0233050847457627,0.0233050847457627,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
0.135593220338983,0.1525423728813559,0.0677966101694915,0.0148305084745762,0.0148305084745762,0.0211864406779661,0.0190677966101694,0.0169491525423728,0.0211864406779661,0.0211864406779661,0.0211864406779661,0.0169491525423728,0.0169491525423728,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0190677966101694,0.0127118644067796,0.0148305084745762,0.0127118644067796,0.0148305084745762,0.0169491525423728,0.0148305084745762,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0169491525423728,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0042372881355932,0.0042372881355932,0.0042372881355932,0.0042372881355932,0.0042372881355932,0.0042372881355932,0.0042372881355932,0.0042372881355932,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
0.1525423728813559,0.1610169491525424,0.1546610169491525,0.0360169491525423,0.0275423728813559,0.0127118644067796,0.010593220338983,0.0084745762711864,0.0084745762711864,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0169491525423728,0.0169491525423728,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
0.1610169491525424,0.0572033898305084,0.0275423728813559,0.0317796610169491,0.0317796610169491,0.0338983050847457,0.0254237288135593,0.0275423728813559,0.0317796610169491,0.0254237288135593,0.0254237288135593,0.0254237288135593,0.0254237288135593,0.0127118644067796,0.0254237288135593,0.0233050847457627,0.0233050847457627,0.0127118644067796,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0148305084745762,0.0148305084745762,0.0169491525423728,0.0211864406779661,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0169491525423728,0.0169491525423728,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
0.1038135593220338,0.0911016949152542,0.0805084745762712,0.0169491525423728,0.0275423728813559,0.0254237288135593,0.0254237288135593,0.0254237288135593,0.0148305084745762,0.0148305084745762,0.0169491525423728,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0148305084745762,0.0169491525423728,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0127118644067796,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
0.0826271186440678,0.0296610169491525,0.010593220338983,0.0254237288135593,0.0275423728813559,0.0233050847457627,0.0233050847457627,0.0233050847457627,0.0211864406779661,0.0233050847457627,0.0233050847457627,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0169491525423728,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0169491525423728,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
0.0254237288135593,0.0381355932203389,0.0381355932203389,0.0254237288135593,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0211864406779661,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0169491525423728,0.0148305084745762,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0148305084745762,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
0.1016949152542372,0.1271186440677966,0.1144067796610169,0.125,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0084745762711864,0.0063559322033898,0.0127118644067796,0.0084745762711864,0.0148305084745762,0.0148305084745762,0.0042372881355932,0.0042372881355932,0.0063559322033898,0.0148305084745762,0.0148305084745762,0.0169491525423728,0.0148305084745762,0.0148305084745762,0.0021186440677966,0.0063559322033898,0.0042372881355932,0.0148305084745762,0.0148305084745762,0.0042372881355932,0.0042372881355932,0.0042372881355932,0.0042372881355932,0.0063559322033898,0.0021186440677966,0.0021186440677966,0.0084745762711864,0.0042372881355932,0.0042372881355932,0.0021186440677966,0.0148305084745762,0.0084745762711864,0.0084745762711864,0.0084745762711864,0.010593220338983,0.0148305084745762,0.0084745762711864,0.0084745762711864,0.0084745762711864,0.0084745762711864,0.0084745762711864,0.0084745762711864,0.0084745762711864,0.0084745762711864,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
0.0762711864406779,0.0847457627118644,0.0656779661016949,0.0381355932203389,0.0360169491525423,0.0254237288135593,0.0296610169491525,0.0275423728813559,0.0190677966101694,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0127118644067796,0.0169491525423728,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
0.1313559322033898,0.0190677966101694,0.059322033898305,0.0529661016949152,0.0381355932203389,0.0423728813559322,0.0296610169491525,0.0296610169491525,0.0275423728813559,0.0169491525423728,0.0148305084745762,0.0127118644067796,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
0.0826271186440678,0.0338983050847457,0.0254237288135593,0.0402542372881356,0.0063559322033898,0.0063559322033898,0.0741525423728813,0.0063559322033898,0.0190677966101694,0.0169491525423728,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.010593220338983,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.010593220338983,0.0148305084745762,0.0148305084745762,0.010593220338983,0.0148305084745762,0.0169491525423728,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
0.4449152542372881,0.0402542372881356,0.0254237288135593,0.0275423728813559,0.0211864406779661,0.0148305084745762,0.0169491525423728,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0169491525423728,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
0.2584745762711864,0.0338983050847457,0.0317796610169491,0.0254237288135593,0.0338983050847457,0.0190677966101694,0.0190677966101694,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0211864406779661,0.010593220338983,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.010593220338983,0.0148305084745762,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
0.1080508474576271,0.0296610169491525,0.0296610169491525,0.0169491525423728,0.0190677966101694,0.0233050847457627,0.0211864406779661,0.0127118644067796,0.0148305084745762,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0148305084745762,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0148305084745762,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0190677966101694,0.0190677966101694,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796,0.0127118644067796
